title,author(s),average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
the economics of innocent fraud: truth for our time,john kenneth galbraith,3.6,9780618013241,en-US,62,225,28,4/26/2004,Houghton Mifflin Harcourt,[]
robin williams web design workshop,robin p. williams/john tollett/dave rohr,3.8,9780201748673,eng,384,54,1,8/4/2001,Peachpit Press,['design']
the non-designer's web book,robin p. williams/john tollett,3.66,9780321303370,en-US,335,212,19,9/26/2005,Peachpit Press,['design']
hard drive: bill gates and the making of the microsoft empire,james wallace/jim  erickson,4.11,9780887306297,en-US,426,1234,41,3/26/1993,HarperCollins,"['biography', 'history']"
bill gates: computer legend (famous lives),sara barton-wood,5.0,9780739844328,eng,48,0,0,11/1/2001,Raintree,"['biography', 'history']"
chicken trek,stephen manes,4.39,9780553157161,eng,128,96,8,7/1/1989,Bantam Skylark,['fantasy']
make four million dollars by next thursday!,stephen manes/george ulrich,3.68,9780440413707,eng,87,79,12,7/8/1996,Yearling Books,"['money', 'fiction']"
slim down camp,stephen manes,3.9,9780553233506,eng,176,9,2,12/1/1986,Bantam Books,['fiction']
the boy who turned into a tv set,stephen manes/michael  bass,4.0,9780380620005,eng,10,8,3,2/1/1984,Avon Books,['fiction']
masters of enterprise: giants of american business from john jacob astor and j.p. morgan to bill gates and oprah winfrey,h.w. brands,4.0,9780684854731,eng,368,101,10,6/7/1999,Free Press,"['biography', 'entrepreneurship']"
the devil in the junior league,linda francis lee,3.62,9780312354954,eng,336,3852,531,8/22/2006,St. Martin's Press,['fiction']
prom anonymous,blake nelson,3.42,9780142407455,eng,262,462,59,2/15/2007,Speak,['fiction']
the new rules of high school,blake nelson,3.54,9780142402429,en-US,224,46,2,9/9/2004,Speak,['fiction']
cool girl,blake nelson/hans schumacher,3.76,9783407788191,ger,298,8,1,12/1/2000,Beltz und Gelberg,[]
they came from below,blake nelson,3.66,9780765314239,eng,299,189,42,6/26/2007,Tor Books,['fiction']
user,blake nelson,3.37,9780970481719,eng,255,81,8,7/15/2003,Versus Press,['fiction']
exile,blake nelson/francine kass,3.15,9780684838380,en-US,288,159,14,6/11/1997,Scribner,['fiction']
girl (girl  #1),blake nelson,3.76,9780671897079,en-US,252,2001,198,9/13/1994,Touchstone Books,[]
my side of the mountain (mountain  #1),jean craighead george,4.06,9780142401118,eng,192,55045,2605,4/12/2004,Puffin Books,"['fiction', 'survival']"
the theban plays: oedipus rex  oedipus at colonus & antigone,sophocles/george      young,3.97,9780486450490,eng,176,182,14,6/23/2006,Dover Publications,"['drama', 'biography', 'ancient']"
the jungle,upton sinclair/earl lee/kathleen degrave,3.74,9781884365300,eng,335,110423,4133,4/1/2003,See Sharp Press,"['sociology', 'fiction', 'historical fiction', 'classic literature', 'history', 'nonfiction', 'politics', 'literature', 'graphic novels', 'brain']"
the jungle books,rudyard kipling/alev lytle croutier,4.02,9780451529756,eng,368,78036,692,5/3/2005,Signet Classics,"['fiction', 'animals', 'folklore', 'short stories', 'india', 'picture books']"
human croquet,kate atkinson,3.72,9780312186883,eng,352,6917,548,11/12/1999,Picador,['fiction']
the key to rebecca,ken follett/arto häilä,3.89,9780451207791,eng,352,19339,615,2/4/2003,NAL,"['fiction', 'english literature']"
paper money,ken follett,3.32,9780330345040,eng,286,102,17,3/1/1996,MacMillan General Books,"['fiction', 'english literature']"
skeleton coast (oregon files  #4),clive cussler/jack du brul,4.12,9780425211892,eng,373,7591,210,10/3/2006,Berkley,['fiction']
dragon (dirk pitt  #10),clive cussler,3.92,9781416537809,en-US,602,11450,230,10/31/2006,Pocket Books,"['fiction', 'terrorism']"
dark watch (oregon files  #3),clive cussler/jack du brul,4.1,9780425205594,eng,357,5956,185,10/31/2005,Berkley,"['fiction', 'pirates']"
black wind (dirk pitt  #18),clive cussler/dirk cussler,3.86,9780425204238,eng,639,10113,304,6/6/2006,G.P. Putnam's Sons,['fiction']
cyclops (dirk pitt  #8),clive cussler,3.87,9780671704643,eng,473,11750,216,12/1/1986,Pocket Books,['fiction']
deep six (dirk pitt  #7),clive cussler,3.9,9781416516859,en-US,535,14501,241,1/1/2006,Pocket Books,"['fiction', 'presidents']"
polar shift (numa files  #6),clive cussler/paul kemprecos,3.91,9780141017723,eng,504,7121,185,8/30/2005,Putnam,['fiction']
vixen 03 (dirk pitt  #5),clive cussler,3.84,9780553589443,eng,384,10238,199,7/25/2006,Bantam,"['fiction', 'terrorism']"
the mediterranean caper (dirk pitt  #2),clive cussler,3.78,9780425197394,eng,391,15305,494,4/6/2004,G.P. Putnam's Sons,"['fiction', 'thriller']"
the navigator (numa files  #7),clive cussler/paul kemprecos,3.94,9780399154195,en-US,437,6152,248,6/5/2007,Putnam Publishing Group,"['fiction', 'suspense']"
golden buddha (oregon files  #1),clive cussler/craig dirgo,3.9,9780141010311,eng,527,9171,309,3/24/2005,Penguin Books,"['international relations', 'fiction']"
shock wave (dirk pitt  #13),clive cussler,4.02,9780743449670,eng,537,14019,260,1/1/1996,Downtown Press,['fiction']
raise the titanic! (dirk pitt  #4),clive cussler,3.98,9780425194522,eng,545,21489,636,2/3/2004,G.P. Putnam's Sons,['fiction']
atlantis found (dirk pitt  #15),clive cussler,3.99,9780425204030,eng,530,21436,584,10/26/2004,Berkley Trade,"['fiction', 'time travel', 'mystery', 'suspense', 'thriller']"
muerte blanca,clive cussler/paul kemprecos,3.91,9780307343260,spa,421,2,0,9/6/2005,Debolsillo,['fiction']
iceberg (dirk pitt  #3),clive cussler,3.85,9780425197387,eng,340,18244,381,3/2/2004,Berkley Books,['fiction']
fire ice (numa files  #3),clive cussler/paul kemprecos,3.92,9780399148729,en-US,434,186,7,6/3/2002,Putnam Adult,"['international relations', 'fiction']"
lost city (numa files  #5),clive cussler/paul kemprecos,3.9,9780425204191,en-US,515,227,17,7/26/2005,G.P. Putnam's Sons,[]
the sea hunters ii (the sea hunters  #2),clive cussler/craig dirgo,3.85,9780425193723,en-US,464,1311,37,12/30/2003,G.P. Putnam's Sons,['history']
the sea hunters (the sea hunters #1),clive cussler/craig dirgo,3.82,9780743480697,en-US,432,2004,58,9/1/2003,Pocket Star,[]
la ciudad perdida (numa files  #5),clive cussler/paul kemprecos,3.9,9780307376640,spa,432,2,0,11/7/2006,Debolsillo,"['fiction', 'suspense']"
clive cussler and dirk pitt revealed,clive cussler/craig dirgo,3.88,9780671026226,eng,544,2066,35,10/1/1998,Pocket Books,[]
cliffs notes on billy budd & typee,mary ellen snodgrass,3.5,9780764539503,eng,80,3,0,1/24/2003,Cliffs Notes,[]
billy budd  sailor and other uncompleted writings: the writings of herman melville  volume 13,herman melville/hershel parker/g. thomas tanselle/harrison hayford/robert sandberg/alma macdougall reising,3.11,9780810111141,eng,1016,0,0,9/15/2017,Northwestern Univ Press,"['literature', 'classics', 'classic literature', 'fiction', 'historical fiction']"
billy budd  marin,herman melville,3.12,9782070709045,fre,182,9,0,5/14/1987,Gallimard,"['literature', 'classics', 'classic literature', 'fiction', 'historical fiction']"
the elections of 2004,michael nelson,4.0,9781568028347,eng,213,7,0,3/15/2005,CQ Press,[]
love sick: a smoldering look at love  lust  and marriage,michael j. nelson/charles s. anderson design company/pop ink,3.76,9780810957909,eng,176,71,8,9/1/2005,Harry N. Abrams,[]
goth-icky: a macabre menagerie of morbid monstrosities,michael j. nelson/charles s. anderson design company/pop ink,3.65,9780810957893,eng,176,147,11,9/1/2005,Harry N. Abrams,[]
fluffy humpy poopy puppy: a ruff  dog-eared look at man's best friend,michael j. nelson/pop ink/charles s. anderson design company,4.0,9780810970571,eng,176,56,7,9/1/2006,Harry N. Abrams,"['humor', 'dogs']"
mike nelson's death rat!,michael j. nelson,3.66,9780060934729,eng,336,450,44,4/15/2003,Dey Street Books,['fiction']
joel on software,joel spolsky,4.11,9781590593899,eng,384,2981,118,10/28/2004,Apress,[]
hackers & painters: big ideas from the computer age,paul graham/allen noren/matt hutchinson,4.05,9780596006624,eng,272,6572,302,5/25/2004,O'Reilly Media,[]
i  robot (robot  #0.1),isaac asimov,4.19,9780553803709,eng,224,238100,4196,6/1/2004,Spectra,"['robots', 'fiction', 'science fiction', 'thriller', 'short stories', 'artificial intelligence', 'roman']"
i  robot: the illustrated screenplay,harlan ellison,4.03,9781596870413,eng,288,26,1,5/1/2004,iBooks,"['fiction', 'science fiction']"
the robots of dawn (robot #3),isaac asimov,4.16,9780553299496,eng,435,31186,866,3/1/1994,Spectra,"['robots', 'fiction']"
i. asimov,isaac asimov,4.2,9780553569971,eng,578,1729,97,1/1/1995,Bantam,"['biography', 'science fiction']"
asimov's new guide to science,isaac asimov,4.38,9780140172133,eng,896,49,1,5/27/1993,Penguin,"['science', 'history', 'biology']"
pebble in the sky (galactic empire #3),isaac asimov,3.88,9780553293425,eng,308,14022,452,12/1/1991,Bantam,"['science fiction', 'time travel', 'fiction']"
the gods themselves,isaac asimov,4.09,9781857989342,eng,288,42770,1022,2/10/2000,Millenium,"['science fiction', 'fiction']"
the stars  like dust (galactic empire  #1),isaac asimov,3.74,9780553293432,eng,304,12547,424,12/1/1991,Spectra,"['science fiction', 'fiction']"
the currents of space (galactic empire  #2),isaac asimov,3.83,9780449015414,eng,192,37,3,1/1/1952,Fawcett crest,"['science fiction', 'science', 'space', 'fiction']"
gold: the final science fiction collection,isaac asimov/orson scott card,4.0,9780060556525,eng,416,2476,85,10/21/2003,Harper Voyager,"['fiction', 'science fiction', 'theory']"
asimov's guide to the bible: the old testament,isaac asimov,4.07,9780380010325,eng,677,237,20,11/1/1971,Avon Books (P),[]
100 great fantasy short short stories,isaac asimov/terry carr/martin h. greenberg/janet  fox,3.91,9780380699179,eng,395,204,19,8/1/1985,Avon,[]
rock star superstar,blake nelson,3.61,9780142405741,en-US,229,310,34,4/6/2006,Speak,"['musicians', 'fiction']"
writings and selected narratives of the exploration and settlement of virginia,john  smith,3.39,9781598530018,en-US,1327,28,3,3/22/2007,Library of America,[]
john  paul  george & ben,lane smith,4.21,9780786848935,eng,40,3500,393,4/1/2006,Little  Brown Books for Young Readers,"['history', 'fiction']"
evolution and the theory of games,john maynard smith,4.0,9780521288842,eng,234,86,5,10/21/1982,Cambridge University Press,['evolution']
the origins of life: from the birth of life to the origin of language,john maynard smith/eörs szathmáry,4.13,9780192862099,eng,192,43,3,11/26/2000,Oxford University Press  USA,[]
american genesis: captain john smith and the founding of virginia,alden t. vaughan,3.43,9780673393555,eng,224,23,2,8/17/2019,Pearson,['history']
twilight (twilight  #1),stephenie meyer,3.59,9780316015844,eng,501,4597666,94265,9/6/2006,Little  Brown and Company,"['vampires', 'fiction', 'graphic novels', 'werewolves', 'high school', 'school stories', 'love', 'romance', 'paranormal']"
sense and sensibility,jane austen,4.07,9781593081256,eng,325,1278,153,7/25/2004,Barnes & Noble,"['literature', 'classic literature', 'history', 'english literature', 'romance', 'fiction', 'roman']"
uncle shelby's abz book,shel silverstein,4.36,9780671211486,eng,80,2550,222,9/9/1985,Gallery Books,[]
who wants a cheap rhinoceros?,shel silverstein,3.96,9780689851131,eng,64,1907,124,8/1/2002,Simon  Schuster Books for Young Readers,['fiction']
fantastic beasts and where to find them (hogwarts library),newt scamander/j.k. rowling,3.99,9780439321600,eng,128,259399,5513,6/1/2001,Arthur A. Levine Books,"['monsters', 'fiction']"
j.k. rowling - a biography,sean smith,3.73,9781843170174,eng,248,937,41,5/1/2003,Michael O'Mara Books,['biography']
das zauberer-handbuch - die magische welt der joanne k. rowling von a bis z,allan zola kronzek,4.04,9783442451531,ger,304,39,1,11/1/2001,Goldmann,[]
harry potter und die kammer des schreckens (harry potter  #2),j.k. rowling,4.42,9783551552099,ger,351,26,1,9/30/2000,Carlsen,"['school stories', 'fiction', 'fantasy', 'magic', 'witches', 'witchcraft', 'english literature', 'family', 'juvenile', 'social issues', 'humor', 'adventure']"
harry potter und der gefangene von askaban (harry potter  #3),j.k. rowling/rufus beck,4.56,9783895849619,ger,13,313,8,8/31/2002,Dhv der Hörverlag,"['fantasy', 'literature', 'adventure', 'magic', 'witches', 'school stories', 'family', 'fiction', 'english literature']"
harry potter ve sırlar odası (harry potter  #2),j.k. rowling/sevin okyay,4.42,9783570211021,tur,403,1000,41,10/1/2001,Yapı Kredi Yayınları,"['school stories', 'fiction', 'fantasy', 'magic', 'witches', 'witchcraft', 'english literature', 'family', 'juvenile', 'social issues', 'humor', 'adventure']"
harry potter und der gefangene von askaban (harry potter  #3),j.k. rowling,4.56,9783551552105,ger,448,30,2,4/1/2001,Carlsen,"['fantasy', 'literature', 'adventure', 'magic', 'witches', 'school stories', 'family', 'fiction', 'english literature']"
there are no children here: the story of two boys growing up in the other america,alex kotlowitz,4.27,9780385265560,eng,323,12092,837,1/5/1992,Anchor Books,['family']
infants  children  and adolescents (mydevelopmentlab series),laura e. berk,3.64,9780205419289,en-US,784,19,2,9/10/2004,Allyn & Bacon,[]
spring music,elvi rhodes,4.05,9780552146555,eng,464,37,5,8/19/1999,Corgi,['fiction']
scarlet feather,maeve binchy,3.96,9780451203779,eng,549,22812,791,3/1/2002,Signet,['fiction']
the lilac bus,maeve binchy,3.62,9780099498643,eng,196,9649,297,1/12/2007,Dell,['fiction']
light a penny candle,maeve binchy,3.91,9780099498575,eng,832,14656,585,5/4/2006,Arrow,"['fiction', 'romance', 'english literature']"
evening class,maeve binchy,3.99,9780752876825,en-GB,528,35964,855,6/30/2005,Orion Publishing Group,"['fiction', 'literature', 'english literature']"
circle of friends,maeve binchy/rené huigen/frans thomése,4.03,9780099498599,eng,722,51839,1396,6/1/2006,Arrow,"['fiction', 'short stories']"
nos rêves de castelbay,maeve binchy,3.8,9782268031675,fre,434,1,0,3/29/1999,Editions du Rocher,"['fiction', 'romance']"
les saveurs de la vie,maeve binchy,3.96,9782266129374,fre,893,6,1,6/19/2003,Pocket,['fiction']
kiss,jill mansell,3.68,9780747268468,eng,512,1587,67,9/7/2000,Headline Review,['fiction']
solo,jill mansell,3.65,9780747267454,eng,421,3362,127,9/2/2002,Headline Review,[]
two's company,jill mansell,3.61,9780747267447,eng,448,1462,53,10/27/2003,Headline Review,['fiction']
open house,jill mansell,3.9,9780747267430,en-US,448,2440,65,3/3/2003,Headline,['fiction']
the dream kingdom (the morland dynasty  #26),cynthia harrod-eagles,4.34,9780751533439,eng,640,195,7,11/1/2004,Little  Brown Book Group,"['fiction', 'history']"
falling for you,jill mansell,3.8,9780755304851,eng,448,4816,143,8/16/2004,Headline Review,['fiction']
millie's fling,jill mansell,3.75,9780747264866,en-GB,512,8052,463,8/16/2001,Headline Review,['fiction']
sheer mischief,jill mansell,3.82,9780747268475,eng,504,2555,102,8/2/2001,Headline Review,['fiction']
head over heels,jill mansell,3.72,9780747257363,en-US,448,3286,128,6/10/1999,Headline Review,['fiction']
mixed doubles,jill mansell,3.71,9780747257356,en-GB,416,2087,82,7/2/1998,Headline Review,[]
méli-mélo,jill mansell,3.71,9782290327500,fre,381,5,0,10/31/2002,J'ai Lu,[]
seven sunny days,chris manby,3.35,9780373895205,eng,352,588,30,4/26/2005,Red Dress Ink,['fiction']
girl meets ape,chris manby,3.46,9780340828069,eng,406,553,20,1/5/2004,Coronet,['fiction']
girls' night in,jessica adams/chris manby/fiona walker,3.26,9780006514855,en-GB,586,140,11,7/3/2000,HarperCollins,['fiction']
shakespeare's sonnets,william shakespeare/katherine duncan-jones,4.25,9781903436578,eng,488,70617,614,8/21/1997,Bloomsbury Academic,"['fiction', 'poetry', 'english literature', 'biography', 'russia', 'love']"
love poems and sonnets,william shakespeare,4.34,9780385017336,eng,160,5808,64,9/3/1957,Doubleday Books,[]
shakespeare a to z: the essential reference to his plays  his poems  his life and times  and more,charles boyce/david allen white,4.35,9780385313612,eng,752,153,6,11/10/1991,Delta,['biography']
the sonnets,william shakespeare/stephen orgel/john hollander,4.25,9780140714531,eng,164,349,19,12/1/2001,Penguin Classics,"['fiction', 'poetry', 'english literature', 'biography', 'russia', 'love']"
shakespeare's secret,elise broach,3.88,9780805073874,eng,256,7373,645,5/1/2005,Henry Holt & Company,"['fiction', 'history']"
the complete sonnets and poems,william shakespeare/colin burrow,4.34,9780192819338,eng,624,5487,43,7/18/2002,Oxford University Press,['poetry']
the arden shakespeare complete works,william shakespeare/richard proudfoot/ann thompson/david scott kastan/harold jenkins,4.5,9781903436615,eng,1347,122,7,7/5/2001,Arden Shakespeare,"['classics', 'drama', 'plays', 'english literature', 'comedy', 'fiction', 'classic literature', 'tragedy', 'death', 'history', 'literary criticism', 'literature', 'poetry']"
reduced shakespeare: the attention-impaired readers guide to the world's best playwright,reed martin/austin tichenor,4.13,9781401302207,en-US,256,281,53,7/11/2006,Hachette Books,['humor']
the cat who knew shakespeare (cat who...  #7),lilian jackson braun,3.92,9780747250388,eng,208,6876,206,11/7/1996,Headline,"['fiction', 'cats']"
the shakespeare stealer (shakespeare stealer  #1),gary l. blackwood,3.68,9780141305950,eng,224,5582,451,7/1/2000,Puffin Books,"['fiction', 'historical fiction', 'history']"
richard iii,william shakespeare/barbara a. mowat/paul werstine,3.93,9780743482844,eng,369,1945,191,7/1/2004,Simon  Schuster,"['drama', 'history', 'fiction', 'classic literature', 'english literature', 'plays', 'engineering', 'literature']"
king henry vi  part 3,william shakespeare/john d. cox/eric rasmussen,3.76,9781903436318,eng,460,3138,186,11/1/2001,Bloomsbury Arden Shakespeare,"['drama', 'fiction', 'history', 'english literature', 'literary criticism']"
the age of shakespeare,frank kermode,3.68,9780753819951,eng,208,20,2,7/7/2005,Phoenix,['history']
ukraine,sarah johnstone,3.91,9781864503364,eng,216,27,5,7/1/2005,Lonely Planet,[]
jimi hendrix: the complete guide to his music  (complete guide to the music of...),peter doggett,4.0,9781844494248,eng,96,4,1,12/1/2004,Omnibus Press,[]
outside the dog museum (answered prayers  #4),jonathan carroll,3.97,9780765311856,eng,267,1406,97,6/1/2005,Orb Books,"['fiction', 'dogs', 'architecture']"
glass soup  (vincent ettrich  #2),jonathan carroll,3.88,9780765311801,eng,320,1153,62,11/28/2006,Tor Books,[]
the land of laughs,jonathan carroll,3.9,9780312873110,eng,253,4337,352,2/10/2001,Orb Books,['fiction']
sleeping in flame (answered prayers  #2),jonathan carroll/dave mckean,4.05,9780765311863,en-US,304,1543,76,10/1/2004,Orb Books,['fiction']
bones of the moon (answered prayers  #1),jonathan carroll,3.89,9780312873127,eng,224,2046,116,5/3/2002,Orb Books,[]
kissing the beehive (crane's view  #1),jonathan carroll,3.7,9780575402911,eng,256,808,40,8/10/2000,Orion,[]
baby proof,emily giffin,3.72,9780312348649,eng,340,140762,3096,6/13/2006,St. Martin's Press,['fiction']
something blue (darcy & rachel  #2),emily giffin,3.93,9780312323868,en-US,338,191577,6599,3/21/2006,Griffin,['fiction']
p.s. longer letter later (elizabeth and tara*starr  #1),paula danziger/ann m. martin,3.78,9780590213110,eng,234,2699,242,5/1/1999,Scholastic Paperbacks,['fiction']
p.s. your cat is dead,james kirkwood jr.,3.75,9780312321208,eng,218,1334,141,11/15/2003,St. Martin's Griffin,['fiction']
p.s. i love you three!,lynda milligan/nancy j. smith,4.14,9781880972472,eng,79,7,0,12/1/2002,Possibilities,[]
the christmas shoes (christmas hope #1),donna vanliere,4.23,9780312289515,eng,132,32701,967,11/9/2001,St. Martin's Press,[]
burning the map,laura caldwell,3.54,9780373250219,en-US,288,1336,66,10/25/2002,Red Dress Ink,"['romance', 'chick lit', 'fiction']"
imovie 4 & idvd: the missing manual: the missing manual,david pogue,3.25,9780596006938,eng,496,4,0,8/23/2004,Pogue Press,[]
the icarus agenda,robert ludlum,3.96,9780752858500,eng,836,37,3,7/1/2004,Orion Books,['fiction']
life is a dream,pedro calderón de la barca,3.98,9780486421247,eng,96,346,27,7/1/2002,Dover Publications,"['drama', 'fiction', 'plays']"
life is a dream = la vida es sueño,pedro calderón de la barca/stanley appelbaum,3.98,9780486424736,eng,208,56,2,12/6/2002,Dover Publications,[]
life is a dream,pedro calderón de la barca/gregary racz,3.98,9780143104827,eng,160,168,11,12/26/2006,Penguin Classics,"['drama', 'fiction', 'plays']"
stylepedia: a guide to graphic design mannerisms  quirks  and conceits,steven heller/louise fili,4.06,9780811833462,eng,336,170,9,11/9/2006,Chronicle Books,"['art', 'reference']"
i can fly,ruth krauss/mary blair,4.24,9780307001467,eng,24,1069,70,9/9/2003,Golden Books,['fiction']
a whole lotta love,donna hill/francis ray/brenda jackson/monica jackson,4.46,9780451210906,eng,384,662,7,1/6/2004,Signet,['fiction']
the best of pippi longstocking (pippi longstocking  #1-3),astrid lindgren/tony ross,4.25,9780192753373,en-GB,378,217,16,10/9/2003,Oxford University Press,['fiction']
astrid lindgren: storyteller to the world,johanna hurwitz/michael dooling,3.69,9780140326925,eng,64,10,2,11/1/1991,Puffin,['biography']
astrid lindgren,eva-maria metcalf,3.78,9780805745252,eng,157,7,2,11/1/1994,Twayne Publishers,['biography']
the moffats (the moffats  #1),eleanor estes/louis slobodkin,4.0,9780152025410,eng,212,9334,302,4/1/2001,Oddysey/Harcourt Young Classics,"['family', 'fiction']"
arthur and the lost kingdoms,alistair moffat,3.7,9780753810743,eng,282,59,14,12/31/1999,Orion Publishing Group,[]
god's generals why they succeeded and why some fail,roberts liardon,4.45,9780883689448,eng,416,1481,67,11/1/2000,Whitaker House,"['biography', 'history']"
the alley (the alley  #1),eleanor estes/edward ardizzone,3.76,9780152049188,eng,288,320,20,8/1/2003,HMH Books for Young Readers,"['fiction', 'history']"
pinky pye (the pyes  #2),eleanor estes/edward ardizzone,3.86,9780152025656,eng,192,1578,102,9/1/2000,HMH Books for Young Readers,"['cats', 'fiction', 'family']"
the witch family,eleanor estes/edward ardizzone,4.07,9780152026103,eng,240,2550,98,9/1/2000,HMH Books for Young Readers,"['fiction', 'witches']"
the hundred dresses,eleanor estes/louis slobodkin,4.09,9780152052607,eng,80,30311,2306,9/1/2004,HMH Books for Young Readers,"['fiction', 'classic literature']"
theater shoes,noel streatfeild/diane goode,4.02,9780613013376,en-US,252,85,11,11/1/1999,Sagebrush,['fiction']
gemma alone (gemma  #3),noel streatfeild,3.61,9780440428657,eng,150,175,7,2/1/1987,Yearling,['fiction']
when the siren wailed,noel streatfeild/judith gwyn brown,3.72,9780394931470,en-US,157,16,3,10/1/1977,Lions,['fiction']
the caine mutiny court-martial,herman wouk,4.12,9780385514415,eng,120,281,10,4/20/1954,Doubleday Books,"['drama', 'naval history']"
band of brothers: e company  506th regiment  101st airborne from normandy to hitler's eagle's nest,stephen e. ambrose,4.43,9780743464116,eng,432,82525,2124,9/1/2002,Simon & Schuster; Media Tie-In edition,"['united states', 'history', 'drama', 'world war ii']"
midnight riders: the story of the allman brothers band,scott  freeman,3.97,9780316294522,eng,343,278,16,7/1/1996,Little  Brown and Company,['biography']
babar's world tour,laurent de brunhoff,3.82,9780810957800,en-US,48,69,12,9/1/2005,Harry N. Abrams,"['fiction', 'travel']"
the easter rabbit's parade,lois lenski,3.0,9780375827488,eng,40,29,7,1/27/2004,Random House Books for Young Readers,"['rabbits', 'fiction']"
the little fire engine,lois lenski,3.56,9780375810701,eng,56,209,27,10/24/2000,Random House Books for Young Readers,['fiction']
right stuff  wrong sex: america's first women in space program,margaret a. weitekamp,3.82,9780801883941,eng,256,36,9,10/26/2005,Johns Hopkins University Press,"['united states', 'feminism', 'biography', 'history']"
the right stuff (to protect and defend #3),merline lovelace,3.61,9780373273492,eng,256,40,3,2/23/2004,Silhouette Books,"['fiction', 'united states']"
cliffs notes on hemingway's the sun also rises,gary k. carey,3.5,9780822012375,eng,80,14,2,5/20/1964,Cliffs Notes,"['literary criticism', 'nonfiction']"
dune (dune #1),frank herbert/domingo santos,4.22,9788497596824,spa,702,565,93,10/30/2003,Debolsillo,"['fiction', 'science fiction', 'ecology']"
god emperor of dune (dune chronicles #4),frank herbert,3.84,9780575075061,eng,454,51343,896,3/13/2003,Victor Gollancz,"['fiction', 'science fiction', 'roman']"
sandworms of dune (dune chronicles #8),brian herbert/kevin j. anderson,3.64,9780765312938,en-US,494,8486,273,8/7/2007,Tor Books,"['robots', 'fiction', 'science fiction']"
in harm's way: the sinking of the uss indianapolis and the extraordinary story of its survivors,doug stanton,4.29,9780805073669,eng,339,16684,892,5/1/2003,Owl Books,"['history', 'american']"
harm's way,elizabeth stewart,3.36,9781419950582,eng,261,13,5,5/27/2005,Ellora's Cave,[]
harm's way: lust & madness & murder & mayhem,joel-peter witkin/stanley b. burns,4.54,9780944092286,eng,132,58,3,10/1/1994,Twin Palms Publishers,"['photography', 'history']"
i like winter (seasons  #3),lois lenski/heidi kilgras,3.94,9780375810688,eng,56,65,9,10/24/2000,Random House Books for Young Readers,['poetry']
strawberry girl,lois lenski,3.87,9780064405850,eng,208,11143,423,4/26/2005,HarperCollins,"['family', 'music', 'fiction', 'history']"
betsy-tacy and tib (betsy-tacy  #2),maud hart lovelace/lois lenski,4.17,9780060244163,eng,128,83,16,11/9/1994,HarperCollins,['fiction']
after collapse: the regeneration of complex societies,glenn m. schwartz,4.0,9780816525096,eng,336,0,0,5/25/2006,University of Arizona Press,[]
seize the fire,elda minger,4.0,9780373161171,eng,249,3,0,7/25/1985,Harlequin American Romance,['fiction']
we were soldiers once... and young: ia drang - the battle that changed the war in vietnam,harold g. moore/joseph l. galloway,4.31,9780345475817,eng,480,21876,451,11/23/2004,Presidio Press,[]
we were soldiers once ... and young (ia drang - the battle that changed the war in vietnam),harold g. moore/joseph l. galloway,4.31,9780060506988,eng,535,166,24,2/5/2002,HarperTorch,[]
we were soldiers once... and young,harold g. moore/joseph l. galloway,4.31,9780552150262,eng,528,153,10,3/1/2002,Corgi,[]
eisenhower: soldier and president,stephen e. ambrose,3.98,9780671747589,eng,640,10718,126,10/15/1991,Simon  Schuster,"['united states', 'presidents', 'biography']"
dwight d. eisenhower (the american presidents  #34),tom wicker/arthur m. schlesinger jr.,3.84,9780805069075,en-US,176,248,30,11/5/2002,Times Books,"['biography', 'presidents']"
crusade in europe,dwight d. eisenhower,4.08,9780801856686,eng,559,1212,63,6/6/1997,Johns Hopkins University Press,"['presidents', 'biography']"
total cold war: eisenhower's secret propaganda battle at home and abroad,kenneth osgood,3.85,9780700614455,eng,506,18,1,2/23/2006,University Press of Kansas,['history']
so far from god: the u.s. war with mexico  1846-1848,john s.d. eisenhower,3.93,9780806132792,eng,464,271,29,9/15/2000,University of Oklahoma Press,['history']
yanks: the epic story of the american army in world war i,john s.d. eisenhower/joanne thompson eisenhower,3.72,9780743223850,eng,368,110,15,6/4/2002,Free Press,"['united states', 'history']"
eisenhower  volume #2: the president,stephen e. ambrose,4.2,9780671605650,eng,749,95,13,10/1/1985,Touchstone Books,"['presidents', 'biography']"
the autobiography of martin luther king  jr.,martin luther king jr./clayborne carson,4.35,9780446676502,eng,400,14025,547,1/1/2001,Grand Central Publishing,"['biography', 'history', 'nonfiction']"
bull halsey,e.b. potter,4.16,9781591146919,eng,440,56,6,4/21/2003,US Naval Institute Press,[]
the water babies,charles kingsley/w. heath robinson,3.42,9781853261480,eng,224,6148,318,12/5/1994,Wordsworth Editions,"['fiction', 'fairy tales', 'fantasy', 'fairies', 'evolution']"
water  water everywhere: a splash & giggle bath book (baby einstein),julie aigner-clark/nadeem zaidi,3.71,9780786819119,eng,10,79,10,9/1/2003,Hyperion Books for Children,[]
shoot the piano player,david goodis,4.02,9780679732549,eng,158,2768,143,10/3/1990,Vintage Crime/Black Lizard,[]
cliffsnotes on shakespeare's twelfth night,james lamar roberts/cliffsnotes/william shakespeare,4.16,9780822000945,eng,64,11,2,9/20/1960,Cliffs Notes,"['literary criticism', 'nonfiction']"
